"Subject","Activity","tBodyAccMag.mean","tGravityAccMag.mean","tBodyAccJerkMag.mean","tBodyGyroMag.mean","tBodyGyroJerkMag.mean","fBodyAccMag.mean","fBodyAccMag.meanFreq","fBodyBodyAccJerkMag.mean","fBodyBodyAccJerkMag.meanFreq","fBodyBodyGyroMag.mean","fBodyBodyGyroMag.meanFreq","fBodyBodyGyroJerkMag.mean","fBodyBodyGyroJerkMag.meanFreq","tBodyAccMag.std","tGravityAccMag.std","tBodyAccJerkMag.std","tBodyGyroMag.std","tBodyGyroJerkMag.std","fBodyAccMag.std","fBodyBodyAccJerkMag.std","fBodyBodyGyroMag.std","fBodyBodyGyroJerkMag.std"
2,"WALKING_DOWNSTAIRS",0.0899511204978723,0.0899511204978723,0.00565516335106383,-0.162188586930426,-0.410872671489362,0.293424826591489,0.0938321297617021,0.222247409576596,0.0188355111404255,-0.320838543553191,0.103971241706383,-0.380175306489362,-0.0512479640553192,0.215586334889362,0.215586334889362,0.22961718512766,-0.274844110531915,-0.343187875404255,-0.0214787881723404,0.227480732542553,-0.372576755361702,-0.343698985425532
2,"WALKING_UPSTAIRS",-0.107322679520833,-0.107322679520833,-0.321268911041667,-0.219713472958333,-0.572816438541667,-0.14531853915625,0.107680395229167,-0.189511136902083,-0.0119168233583333,-0.450612184791667,-0.022752769044375,-0.60079849625,0.0467433991041667,-0.205977045295833,-0.205977045295833,-0.21738939458125,-0.377532167604167,-0.597291719166667,-0.36672824375,-0.2604238389625,-0.438620401875,-0.621820202916667
3,"LAYING",-0.972791346129032,-0.972791346129032,-0.979484593387097,-0.951564751451613,-0.98671362516129,-0.96552427516129,0.236990127870968,-0.975949597903226,0.238611133937097,-0.96458672483871,-0.0229296114693548,-0.984278251290323,0.110697704185484,-0.964218176451613,-0.964218176451613,-0.976121297903226,-0.954275110967742,-0.983139255645161,-0.968350217419355,-0.975305377903226,-0.955441855806452,-0.982568158064516
3,"SITTING",-0.895383350192308,-0.895383350192308,-0.969080752884615,-0.919354372307692,-0.977998051923077,-0.904185725576923,0.02816007875,-0.965888891730769,0.286795769778846,-0.946664943653846,-0.115525765230769,-0.977898105576923,0.0871902338923077,-0.8703017,-0.8703017,-0.966550084230769,-0.925518103807692,-0.976772675961538,-0.874626592115385,-0.966568852884615,-0.925449629,-0.976689802692308
3,"STANDING",-0.925430819016393,-0.925430819016393,-0.959303840327869,-0.892089349344262,-0.962339339672131,-0.926968932295082,-0.000332753967377052,-0.948627467704918,0.129816297732787,-0.913682362622951,-0.309822161422951,-0.960331717868852,-0.020630781795082,-0.915143303606557,-0.915143303606557,-0.948770043278689,-0.88212522147541,-0.957679766885246,-0.921836076557377,-0.94820681442623,-0.883439718032787,-0.957121510491803
3,"WALKING",-0.254690333275862,-0.254690333275862,-0.280009317413793,-0.466411754137931,-0.566135217931034,-0.290031535172414,0.113494312836207,-0.186764516965517,-0.11716398312069,-0.569755772241379,0.180946463034483,-0.607751646034483,0.0457622957586207,-0.328428936551724,-0.328428936551724,-0.139916355325862,-0.561510683275862,-0.567371560862069,-0.456373080862069,-0.0898519904044828,-0.632643292931034,-0.549087007931034
3,"WALKING_DOWNSTAIRS",-0.0628126118283674,-0.0628126118283674,-0.205239246653061,-0.215294501244898,-0.508567577142857,0.0289413195612245,0.0439616686306122,-0.049477977322449,0.0434967841218367,-0.332376629371429,-0.0516699550093633,-0.576277199387755,0.0654444360816327,-0.0411340078469388,-0.0411340078469388,-0.0926324494530612,-0.245794699346939,-0.583919211020408,-0.233849422120408,-0.159102288018367,-0.322440827020408,-0.624910820612245
3,"WALKING_UPSTAIRS",-0.184014895,-0.184014895,-0.436901159491525,-0.347321812220339,-0.658861401355932,-0.315866079491525,0.0238218745338983,-0.412920898474576,0.0904944091525424,-0.514211583728814,-0.177730591459322,-0.716877778644068,0.0753843584661017,-0.333597432542373,-0.333597432542373,-0.439020591694915,-0.408886653186441,-0.718028040338983,-0.447994369152542,-0.48060920220339,-0.445181802430508,-0.740033436271186
4,"LAYING",-0.954557603148148,-0.954557603148148,-0.970095771666667,-0.930236462592593,-0.985068502037037,-0.939389701296296,0.241697899814815,-0.96228712537037,0.274027349574074,-0.961556660185185,-0.259851969798148,-0.983609073333333,0.202949381537037,-0.931292216611111,-0.931292216611111,-0.960786430740741,-0.947031781666667,-0.982698213703704,-0.937187975962963,-0.958037119259259,-0.947100325185185,-0.982543631666667
4,"SITTING",-0.93569482,-0.93569482,-0.9701322836,-0.9260633138,-0.9804904618,-0.929002095,0.028092110644,-0.9625007338,0.22719801466,-0.9487697524,-0.20008475764,-0.9765477634,0.08593420296,-0.9144078448,-0.9144078448,-0.9625491104,-0.928898293,-0.9758066902,-0.9198157096,-0.9615845194,-0.9288505544,-0.9762617538
4,"STANDING",-0.906478051785714,-0.906478051785714,-0.963370738392857,-0.900982100535714,-0.967614073928571,-0.917614014821429,-0.102971757742857,-0.956139283571429,0.201262207319643,-0.914209165714286,-0.286128312085714,-0.964471139464286,0.0609850024464286,-0.890976683392857,-0.890976683392857,-0.958159482142857,-0.885144317678571,-0.964282784285714,-0.895340042142857,-0.96003249875,-0.887194404285714,-0.9664302175
4,"WALKING",-0.312050574166667,-0.312050574166667,-0.366700879833333,-0.49779220106,-0.6813040365,-0.450804558333333,0.382096409966667,-0.318587811,0.111486484954333,-0.609285588016667,0.0697301245295,-0.724327420666667,0.26535537398,-0.527679103166667,-0.527679103166667,-0.316918956,-0.553116111166667,-0.7301463685,-0.651172628166667,-0.320458701,-0.593937200833333,-0.757768081166667
4,"WALKING_DOWNSTAIRS",-0.0491616726733333,-0.0491616726733333,-0.228851413747333,-0.3466062928,-0.592843014888889,-0.01907433524,0.101078170917778,-0.175295286557778,0.0926236938266667,-0.429213369555556,0.0600292045888889,-0.621752455777778,0.144436925733333,-0.0819559041111111,-0.0819559041111111,-0.216858921977778,-0.3805726254,-0.637079543555556,-0.263644030288889,-0.280426776955556,-0.457674088,-0.685470931777778
4,"WALKING_UPSTAIRS",-0.153703935357692,-0.153703935357692,-0.400922254807692,-0.299779407884615,-0.686978374423077,-0.276825498230769,-0.108017171661154,-0.397406285,0.0497462736942308,-0.575794072115385,-0.150274479246154,-0.740749226346154,0.179517012258654,-0.212012300480769,-0.212012300480769,-0.437261477884615,-0.510974134423077,-0.755270457692308,-0.301005898461538,-0.497324087307692,-0.552489628846154,-0.794209483076923
5,"LAYING",-0.966777882884615,-0.966777882884615,-0.980141253846154,-0.946938300576923,-0.9864194225,-0.962234984038462,0.292032094967308,-0.977356379807692,0.197005001461538,-0.968257068846154,0.102441765923077,-0.984618025769231,0.0247367106615385,-0.958612786346154,-0.958612786346154,-0.977477145384615,-0.958287921923077,-0.98377138,-0.962525369423077,-0.976381934807692,-0.959263063269231,-0.983434493076923
5,"SITTING",-0.9379783225,-0.9379783225,-0.969320155681818,-0.934301646590909,-0.973848287045455,-0.936290604545455,0.0586075165227273,-0.964440302272727,0.245936717454545,-0.944760322045455,-0.00578350086590909,-0.971598370227273,0.08129013264,-0.920939027727273,-0.920939027727273,-0.965757731590909,-0.931414810454545,-0.970392610454546,-0.925669291136364,-0.966545323409091,-0.934746865454545,-0.970675403409091
5,"STANDING",-0.906104701071429,-0.906104701071429,-0.956863566071429,-0.900671630714286,-0.958405900892857,-0.9046413925,-0.0169422323298214,-0.941825903035714,0.140971600726786,-0.904543921607143,-0.157768871232143,-0.952286438035714,-0.0393135966410714,-0.87977380125,-0.87977380125,-0.942962047678571,-0.867041711785714,-0.947970723571429,-0.886745170714286,-0.943601960178571,-0.868913993928571,-0.946196462857143
5,"WALKING",-0.158338674394643,-0.158338674394643,-0.288333024071429,-0.355933083571429,-0.444532485357143,-0.304992488892857,0.149852522225,-0.269481661080357,-0.00497287788214286,-0.484262828928571,0.250620609769643,-0.548053574821429,0.0527330125375,-0.377178733392857,-0.377178733392857,-0.282242276785714,-0.492176823571429,-0.48919974625,-0.519636926071429,-0.305685376071429,-0.589741506785714,-0.455665300892857
5,"WALKING_DOWNSTAIRS",0.211138853638298,0.211138853638298,-0.0637528559361702,-0.218029835319149,-0.39719562106383,0.155742168808511,-0.0137055065085106,0.00918394264170213,0.110968064831915,-0.349338414731915,0.204633757510638,-0.453697247021277,0.0723815085255319,0.205422375957447,0.205422375957447,-0.0292570509829787,-0.360678305253192,-0.450303212340426,0.0428533623276596,-0.089735699787234,-0.484141274255319,-0.487128422553191
5,"WALKING_UPSTAIRS",0.0435562021989362,0.0435562021989362,-0.247403476914894,-0.235516929306383,-0.47348816787234,-0.169261525,-0.020494853812766,-0.264674938957447,0.124513300170213,-0.392564530851064,-0.0234001987774468,-0.571344138723404,0.00578631120914894,-0.136736383765957,-0.136736383765957,-0.310186545957447,-0.354687870212766,-0.557988065531915,-0.254091927148936,-0.378616675957447,-0.440445051914894,-0.572485019787234
6,"LAYING",-0.918878850824561,-0.918878850824561,-0.954750504912281,-0.908980174736842,-0.955645738245614,-0.91235165222807,0.1446050868,-0.948655471052632,0.182525077889474,-0.930153639473684,0.119317522942105,-0.953695957368421,0.16376531874386,-0.897326245964912,-0.897326245964912,-0.950341934385965,-0.920914497017544,-0.953157001578947,-0.905373979824561,-0.951552664035088,-0.928694890175439,-0.955504654561404
6,"SITTING",-0.949543531272727,-0.949543531272727,-0.962733502,-0.932703812181818,-0.962929227818182,-0.935750391272727,0.128902046152727,-0.948348653636364,0.171844519818182,-0.929725679272727,0.0461735838090909,-0.952034566,0.121846501998182,-0.931572655636364,-0.931572655636364,-0.948181827818182,-0.921259472727273,-0.950150571818182,-0.939547202909091,-0.947304700363636,-0.929549141636364,-0.951196693454545
6,"STANDING",-0.945022876491228,-0.945022876491228,-0.967102436140351,-0.939404744385965,-0.963406222982456,-0.945949804035088,0.0373542193561403,-0.955914005438597,0.190943682210526,-0.926664297017544,-0.0701196902631579,-0.955425138245614,0.0276252654912281,-0.939310249649123,-0.939310249649123,-0.956099145964912,-0.915891572982456,-0.952536233859649,-0.94456410754386,-0.95538157877193,-0.923108761578947,-0.952088499473684
6,"WALKING",-0.166840713631579,-0.166840713631579,-0.195117026052632,-0.281207841122807,-0.321290483140351,-0.201386607649123,0.20009036395614,-0.055401423331579,-0.00922884645438597,-0.329681123368421,0.293109613491228,-0.366500534122807,0.10092473178193,-0.266734167368421,-0.266734167368421,-0.0706029648421053,-0.36560291677193,-0.364708342315789,-0.421683093508772,-0.0964999702982456,-0.510648322631579,-0.408078906482456
6,"WALKING_DOWNSTAIRS",0.333754731458333,0.333754731458333,0.10384507225,0.0142677821595833,-0.0829366854166667,0.395958034583333,0.106479482332292,0.243834258785417,-0.00160659497083333,-0.0143735434,0.230693028479167,-0.132705384364583,0.0369462966260417,0.373611914166667,0.373611914166667,0.209502174375,-0.0426276750979167,-0.111228416159583,0.1446227570625,0.15480886140625,-0.242353857320833,-0.145733545496458
6,"WALKING_UPSTAIRS",0.0177790974433333,0.0177790974433333,-0.207379799254902,-0.12912124415098,-0.342895367921569,-0.0819479396203922,-0.0140154345627451,-0.169868234496078,-0.0612378407705882,-0.230627015078431,0.0144807316545098,-0.45923633377451,0.0285053836466667,-0.0791508842176471,-0.0791508842176471,-0.169970363039216,-0.199893710196078,-0.440079851313725,-0.222161433666667,-0.177734840922353,-0.318173892545098,-0.455937719019608
7,"LAYING",-0.936392023846154,-0.936392023846154,-0.980127239615385,-0.915793634807692,-0.983008829038462,-0.927976880634615,-0.129091025169231,-0.968066259230769,0.217605286703846,-0.941130719230769,-0.265784491092308,-0.974117912115385,0.104422952923077,-0.907039513153846,-0.907039513153846,-0.967310932307692,-0.918662459038462,-0.971205137884615,-0.910542462919231,-0.965359228076923,-0.918892518653846,-0.969403035384615
7,"SITTING",-0.918432107083333,-0.918432107083333,-0.976559676458333,-0.897870535,-0.981665122291667,-0.90895677625,-0.0112330111875,-0.970954184166667,0.18122972525,-0.933081955208333,-0.142830891383333,-0.978634991458333,0.0553638918958333,-0.881957619770833,-0.881957619770833,-0.970243274166667,-0.898063314375,-0.976214430208333,-0.88691563825,-0.9684948675,-0.895804978125,-0.97496593875
7,"STANDING",-0.942724659245283,-0.942724659245283,-0.973381306226415,-0.943425564528302,-0.977377083018868,-0.945611450377358,-0.0288451773293208,-0.967417888301887,0.256759439860377,-0.93870498490566,-0.187181670020755,-0.973671168679245,0.0954707400377358,-0.933590156792453,-0.933590156792453,-0.968566356037736,-0.918438958867924,-0.97210793,-0.93728796509434,-0.969092161886792,-0.919848139056604,-0.971899418301887
7,"WALKING",-0.0978090439438596,-0.0978090439438596,-0.192948900438596,-0.305959351403509,-0.300022779964912,-0.151243649578947,0.172997883545614,-0.0384187298547368,-0.0127446365087719,-0.192909765467895,0.300315718087719,-0.155339855862632,0.000880340047368421,-0.198554708385965,-0.198554708385965,-0.027557329277193,-0.19828316695614,-0.0953401161070176,-0.351706780526316,-0.022138358,-0.343894914947368,-0.0841663774087719
7,"WALKING_DOWNSTAIRS",0.0198795285851064,0.0198795285851064,-0.170319619372979,-0.18874081887234,-0.399229959148936,0.218911066191489,0.00380298110638298,0.067389886106383,-0.0373844402161702,-0.255045057404255,0.235200926489362,-0.289096677191489,0.0819463659585106,0.214544028088723,0.214544028088723,0.0901836280510638,-0.259751603446809,-0.29477867693617,0.0214440976893617,0.107856840302128,-0.396909651702128,-0.353544695678723
7,"WALKING_UPSTAIRS",-0.198074437978431,-0.198074437978431,-0.458695232352941,-0.239099165627451,-0.661969771960784,-0.378618761568627,-0.0892278153411765,-0.45478324745098,0.0458636458607843,-0.533982945882353,-0.165200896648451,-0.673327281960784,0.047334927254902,-0.33474460745098,-0.33474460745098,-0.471265710980392,-0.418144852156863,-0.67642807254902,-0.415307106666667,-0.497441363137255,-0.444994481882353,-0.704090967843137
8,"LAYING",-0.935308633888889,-0.935308633888889,-0.97314748962963,-0.924253348518518,-0.978438191296296,-0.932279645518518,0.0484988463518519,-0.961792852407407,0.350822601333333,-0.944528950555556,-0.0620563752462963,-0.968403945925926,0.219371246142593,-0.91325033,-0.91325033,-0.962954517222222,-0.932470764444444,-0.969029111666667,-0.917257979425926,-0.963791094259259,-0.93678697,-0.971793279814815
8,"SITTING",-0.952139704347826,-0.952139704347826,-0.986061512173913,-0.93268224326087,-0.991807428043478,-0.947981783478261,0.121543001092174,-0.980932292391304,0.306787560913043,-0.965806789347826,-0.141126202673913,-0.987730604130435,0.166638747782609,-0.929943615630435,-0.929943615630435,-0.980667377391304,-0.953001632173913,-0.986756670869565,-0.93172124,-0.97932021173913,-0.953251156521739,-0.986147262608696
8,"STANDING",-0.953762884074074,-0.953762884074074,-0.984920797777778,-0.952848496851852,-0.987580587777778,-0.953746070740741,0.110646845581481,-0.979745872037037,0.308060633885185,-0.964564224074074,-0.108780315687387,-0.983709233333333,0.179173689962963,-0.937187185222222,-0.937187185222222,-0.979932239074074,-0.95322478962963,-0.982460332222222,-0.938628186322222,-0.979135440925926,-0.954119826296296,-0.981832336296296
8,"WALKING",0.0516786278104167,0.0516786278104167,-0.0668322430433333,-0.00310243820125,-0.339129269583333,-0.09521728274375,0.204080887916667,-0.123834409766667,0.176189876266667,-0.301241848645833,0.0890005737952083,-0.473026230833333,0.294590006666667,-0.1804072826,-0.1804072826,-0.184571053979167,-0.238746703958333,-0.502957255416667,-0.360818978541667,-0.276436130125,-0.327459577895833,-0.581240190833333
8,"WALKING_DOWNSTAIRS",0.176599311818421,0.176599311818421,0.262628490268421,0.0993429744078947,-0.126189142894737,0.301626757315789,0.229144569581579,0.331528459921053,0.181422535965789,-0.00036272967368421,0.267675982868421,-0.125179586744737,0.242843618736842,0.131337867236842,0.131337867236842,0.2534082561,-0.0466291872078947,-0.157484866842105,-0.156141093578947,0.134734731236842,-0.255590314210526,-0.26298447
8,"WALKING_UPSTAIRS",0.121026629195122,0.121026629195122,-0.141494613465854,0.166447991,-0.400664014146341,-0.13026451905122,0.207071289558293,-0.131850567460976,0.27454925895122,-0.229610952609756,-0.128115003341463,-0.46327057804878,0.251663318243902,-0.227200254219512,-0.227200254219512,-0.228296364146341,-0.109327923829268,-0.493975031707317,-0.409282851707317,-0.379266499780488,-0.183325647134146,-0.575733290731707
9,"LAYING",-0.9308684376,-0.9308684376,-0.9633745492,-0.9071250998,-0.964524819,-0.9266042952,-0.085609052452,-0.9543205856,0.1670029826292,-0.9186053356,-0.20634356866,-0.9558062546,-0.016201378678,-0.91512680016,-0.91512680016,-0.9550268052,-0.8985578738,-0.9528015598,-0.921929738394,-0.9550947122,-0.9034005814,-0.9522904702
9,"SITTING",-0.8933617176,-0.8933617176,-0.964383757,-0.9032355368,-0.9733641366,-0.8977181972,-0.08061344386,-0.9530504408,0.0974700202614,-0.9344377378,-0.19597005159,-0.9683155878,0.031534866288,-0.8637564342,-0.8637564342,-0.9517802432,-0.9066063206,-0.9663610734,-0.8691725114,-0.9493949814,-0.9064712292,-0.9659970148
9,"STANDING",-0.945167482444444,-0.945167482444444,-0.969524578888889,-0.921030223111111,-0.969824044222222,-0.946330171777778,0.0235738706622222,-0.963242884,0.200537688288889,-0.929769067777778,-0.174953568622222,-0.967491628,0.0243650848444444,-0.936105010444444,-0.936105010444444,-0.963764177777778,-0.908291403111111,-0.965287050888889,-0.940265546444444,-0.963593159555556,-0.910909659555556,-0.964770799111111
9,"WALKING",-0.0980840496143461,-0.0980840496143461,-0.203733615519231,-0.294542266826923,-0.510253995769231,-0.318801022711538,0.161672988528846,-0.316870715576923,0.159239938555769,-0.513797480384615,0.127416241121154,-0.602581618269231,0.243222181771154,-0.37942877,-0.37942877,-0.317113487115385,-0.489725811538462,-0.599866472692308,-0.513891953269231,-0.322337536730769,-0.562714528653846,-0.624351923653846
9,"WALKING_DOWNSTAIRS",0.145886357935714,0.145886357935714,-0.16237608927619,-0.168921400633333,-0.469028434047619,0.222203941,-0.0498273898880952,0.00716877883571429,-0.0824504599928571,-0.347540226666667,0.0656782201880952,-0.463172053809524,0.132021014566667,0.265120131365238,0.265120131365238,0.039907818552381,-0.322331464761905,-0.455855425238095,0.0888671674047619,0.0705526138333333,-0.424170737142857,-0.485158906904762
9,"WALKING_UPSTAIRS",-0.260727581428571,-0.260727581428571,-0.440667540204082,-0.0833234490061224,-0.672840561836735,-0.372890348979592,-0.00195427494897959,-0.419533108571429,0.0257597455510204,-0.531482693877551,-0.259962957795918,-0.734159449387755,0.136001150144898,-0.400222037142857,-0.400222037142857,-0.445485397959184,-0.425839761428571,-0.748651255510204,-0.509929461428571,-0.484935752040816,-0.456841325204082,-0.787781590816326
10,"LAYING",-0.956781819655172,-0.956781819655172,-0.976234435172414,-0.937590998793103,-0.970830848965517,-0.950848109137931,0.260388946262069,-0.968561121551724,0.212826187810345,-0.937692642586207,0.216535434472414,-0.960976821551724,0.202624700274138,-0.940301654482759,-0.940301654482759,-0.967556980689655,-0.927471165517241,-0.959632931551724,-0.944304974655172,-0.965377553448276,-0.933701315344828,-0.960772875517241
10,"SITTING",-0.96075719962963,-0.96075719962963,-0.988054237592593,-0.944202043703704,-0.993707487592593,-0.955281010740741,0.221566081296296,-0.985900801111111,0.324762092796296,-0.974459732592593,0.00581337385185185,-0.992191529259259,0.344008502777778,-0.939669591481481,-0.939669591481481,-0.985209856296296,-0.963064577592593,-0.991696196481481,-0.941511952777778,-0.983266741481482,-0.962459956111111,-0.991409100925926
10,"STANDING",-0.951988907954545,-0.951988907954545,-0.965163818409091,-0.929787259772727,-0.971637661590909,-0.9401101675,0.0902454673818182,-0.951633690454545,0.197319524797727,-0.937786743409091,-0.226492596295455,-0.965614081363636,0.0133897488363636,-0.937264537954545,-0.937264537954545,-0.952058214545455,-0.920486810227273,-0.964409410454545,-0.945048242954545,-0.952105964545455,-0.922961550454545,-0.965055815454545
10,"WALKING",-0.127400912069811,-0.127400912069811,-0.132624992298283,-0.156458730358491,-0.440363636603774,-0.0930237422792453,0.179599864783019,0.0205189516981132,-0.0712853941698113,-0.412616909622642,0.129100106828302,-0.515065335849057,-0.000234019224528301,-0.185602396067925,-0.185602396067925,0.037608338009434,-0.402025135660377,-0.501027916603774,-0.370471943962264,0.0502087634986792,-0.499759796981132,-0.517675799056604
10,"WALKING_DOWNSTAIRS",0.250843769394737,0.250843769394737,0.0507010228431579,-0.0238468037578947,-0.401854311315789,0.220115703368421,0.164428829157895,0.156978047052632,0.125205953456842,-0.312347510289474,0.0774362595943947,-0.484196484736842,0.178773116957895,0.156998205421053,0.156998205421053,0.110877231263158,-0.280382850552632,-0.494105756315789,-0.0616742840815789,0.0380266696789474,-0.387780104447368,-0.544988519210526
10,"WALKING_UPSTAIRS",-0.0266623294757447,-0.0266623294757447,-0.262038042446809,0.0438573846851064,-0.523462968510638,-0.166866721574468,0.0879049622851064,-0.153553147382979,0.178734933145745,-0.265371689148936,-0.194447276040426,-0.600582998297872,0.158591030929787,-0.211537480214383,-0.211537480214383,-0.226010197889362,-0.113062673542979,-0.618272355319149,-0.361437534680851,-0.334365043829787,-0.166969377765957,-0.67129056212766
11,"LAYING",-0.980621180175439,-0.980621180175439,-0.983330628421053,-0.952523752105263,-0.990641248245614,-0.973994004561404,0.336010660578947,-0.976940774561403,0.29574789545614,-0.967093356491228,0.0406004062738596,-0.985978837192982,0.256034976912281,-0.972891829473684,-0.972891829473684,-0.976504858596491,-0.954713182807018,-0.984476476666667,-0.976037695614035,-0.975126531403509,-0.954849053508772,-0.983569468245614
11,"SITTING",-0.961970763773585,-0.961970763773585,-0.97935563509434,-0.951884472075472,-0.989519031132076,-0.953066009056604,0.198648837339623,-0.975315331509434,0.192259107913208,-0.969799951132076,-0.0398966601509434,-0.987255972641509,0.159345366839623,-0.944581826415094,-0.944581826415094,-0.974511726792453,-0.959964488301887,-0.986256664716981,-0.948521986037736,-0.972289134150943,-0.960711241886792,-0.985607229245283
11,"STANDING",-0.984853836595745,-0.984853836595745,-0.989242377234043,-0.979978011489362,-0.993428183617021,-0.982255413617021,0.233078227234043,-0.988636595319149,0.333098929765957,-0.982576519787234,-0.0478486176276596,-0.992981019787234,0.223297408893617,-0.98030536893617,-0.98030536893617,-0.988853960638298,-0.977071437446808,-0.992579166595745,-0.981503969574468,-0.98802123106383,-0.977437710851064,-0.992277468510638
11,"WALKING",-0.288323472033898,-0.288323472033898,-0.402333202033898,-0.421801673559322,-0.63073270559322,-0.458514062542373,0.0935818048854746,-0.395116134237288,0.0844543080474576,-0.610222628813559,-0.0748370693566102,-0.751914457457627,0.0563648369084746,-0.487735915084746,-0.487735915084746,-0.403141284745763,-0.558362783220339,-0.753671416101695,-0.584455992033898,-0.41744681559322,-0.59974543779661,-0.773574064745763
11,"WALKING_DOWNSTAIRS",0.126227657258696,0.126227657258696,-0.198206139934783,-0.19788336026087,-0.599294760652174,0.0902807576630435,0.0316725683978261,-0.097454996626087,0.0337475179993478,-0.456170108913043,-0.169884463904348,-0.668340527608696,-0.00942507352173913,0.0507743652521739,0.0507743652521739,-0.127017223413043,-0.339349828493478,-0.677750588478261,-0.137123060369565,-0.173661753717391,-0.380559426947826,-0.714229669347826
